"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price","update_date"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","147 Average","19/02/2023","1800","2000","1900","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","02/01/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","04/01/2023","1600","1800","1700","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","05/01/2023","2000","2160","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","06/01/2023","2080","2500","2300","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","08/01/2023","2200","2500","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","10/01/2023","2000","2500","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","11/01/2023","2200","2500","2300","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","14/01/2023","2200","2600","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","15/01/2023","2200","2600","2500","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","16/01/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","17/01/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","18/01/2023","2200","2500","2300","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","19/01/2023","2000","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","21/01/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","22/01/2023","2300","2500","2500","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","24/01/2023","2200","2700","2500","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","25/01/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","26/01/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","28/01/2023","2200","2550","2500","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","29/01/2023","2200","2400","2300","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","31/01/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","01/02/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","02/02/2023","2200","2500","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","03/02/2023","2200","2500","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","04/02/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","05/02/2023","2000","2050","2050","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","06/02/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","07/02/2023","2200","2500","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","10/02/2023","2000","2200","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","11/02/2023","2200","2400","2300","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","13/02/2023","2000","2300","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","14/02/2023","2000","2300","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","15/02/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","20/02/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","25/02/2023","1900","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","28/02/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","01/03/2023","1800","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","04/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","06/03/2023","1800","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","08/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","09/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","10/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","11/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","12/03/2023","1800","2000","1900","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","14/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","15/03/2023","2000","2050","2050","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","17/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","19/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","21/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","23/03/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","24/03/2023","2000","2050","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","25/03/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","27/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","30/03/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","31/03/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","01/04/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","02/04/2023","1900","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","03/04/2023","2000","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","07/04/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","08/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","09/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","11/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","12/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","13/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","14/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","15/04/2023","1900","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","16/04/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","18/04/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","19/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","20/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","21/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","22/04/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","23/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","24/04/2023","2100","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","25/04/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","26/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","27/04/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","28/04/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","29/04/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","01/05/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","02/05/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","03/05/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","04/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","05/05/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","06/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","07/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","08/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","09/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","11/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","12/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","13/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","14/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","16/05/2023","2000","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","17/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","18/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","20/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","21/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","22/05/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","23/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","25/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","27/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","28/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","29/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","30/05/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","31/05/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","01/06/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","02/06/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","05/06/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","06/06/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","07/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","08/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","09/06/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","10/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","11/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","12/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","13/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","15/06/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","16/06/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","18/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","19/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","20/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","21/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","22/06/2023","1900","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","23/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","24/06/2023","1900","2050","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","25/06/2023","1900","2050","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","28/06/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","29/06/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","30/06/2023","1900","2050","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","02/07/2023","1900","2200","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","03/07/2023","1900","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","04/07/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","05/07/2023","1900","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","07/07/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","08/07/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","09/07/2023","1900","2050","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","10/07/2023","1900","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","11/07/2023","1900","2100","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","12/07/2023","1900","2200","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","13/07/2023","1800","2000","1900","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","15/07/2023","1900","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","16/07/2023","2000","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","18/07/2023","2000","2200","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","22/07/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","23/07/2023","2000","2150","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","24/07/2023","2000","2150","2150","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","29/07/2023","2000","2150","2150","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","31/07/2023","2100","2200","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","02/08/2023","2100","2200","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","03/08/2023","2100","2200","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","04/08/2023","2100","2200","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","06/08/2023","2150","2300","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","07/08/2023","2200","2200","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","08/08/2023","2125","2175","2150","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","09/08/2023","2100","2400","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","10/08/2023","2000","2350","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","11/08/2023","2200","2250","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","13/08/2023","2100","2300","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","14/08/2023","2000","2050","2050","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","15/08/2023","2100","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","17/08/2023","2000","2000","2000","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","18/08/2023","2125","2200","2125","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","19/08/2023","2200","2400","2300","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","20/08/2023","2400","2400","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","21/08/2023","2125","2300","2125","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","22/08/2023","2150","2150","2150","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","23/08/2023","2071","2400","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","24/08/2023","2100","2200","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","26/08/2023","2000","2200","2130","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","28/08/2023","2400","2430","2420","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","29/08/2023","2000","2250","2250","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","30/08/2023","2050","2050","2050","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","31/08/2023","2025","2450","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","01/09/2023","2300","2411","2350","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","03/09/2023","2025","2025","2025","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","04/09/2023","2125","2125","2125","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","06/09/2023","2200","2200","2200","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","14/09/2023","2500","2500","2500","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","15/09/2023","2450","2450","2450","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","16/09/2023","2480","2480","2480","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","17/09/2023","2500","2500","2500","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","22/09/2023","2200","2500","2500","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","24/09/2023","2100","2400","2300","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","25/09/2023","2000","2510","2500","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","27/09/2023","2000","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","28/09/2023","2400","2505","2505","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","29/09/2023","2400","2400","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","02/10/2023","2100","2100","2100","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","04/10/2023","2000","2400","2400","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","05/10/2023","2100","2417","2125","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","06/10/2023","2125","2125","2125","2023-10-11"
"Madhya Pradesh","Alirajpur","Alirajpur","Wheat","Other","09/10/2023","2000","2400","2400","2023-10-11"
